kic,tmass_id,mass
4346266,19011466+3928043,0.901
4346319,19011998+3924387,1.825
4346661,19015635+3926086,1.323
4346893,19022272+3925218,1.184
4346953,19023044+3924283,1.626
4348513,19050155+3926453,0.960
4348593,19050911+3924239,3.082
4348666,19051568+3926328,1.413
4350501,19081716+3924583,1.506
4356390,19163037+3924154,1.186
4356964,19171479+3925223,1.193
4357170,19172843+3927028,1.138
4357390,19174537+3926515,1.456
4357662,19180313+3928383,1.415
4358564,19190059+3928288,1.254
4358581,19190233+3928107,1.686
4365609,19265646+3927123,1.221
4366351,19274660+3929236,1.199
4366880,19282346+3924283,1.896
4367337,19285461+3926493,1.320
4370730,19322687+3926116,0.948
4371406,19330806+3925557,1.123
4371562,19331671+3927586,1.162
4371615,19331991+3924256,2.183
4372082,19334998+3928559,3.019
4374106,19354218+3927259,1.305
4374169,19354557+3924452,1.948
4376346,19374630+3926096,2.026
4376913,19381874+3926002,1.334
4377436,19384737+3927281,1.106
4378473,19394334+3929329,1.228
4380775,19414307+3926358,1.007
4381519,19421967+3924112,2.031
4381719,19422949+3927501,2.644
4383388,19434719+3928255,1.252
4445549,19000722+3930320,1.037
4445711,19002413+3933085,1.238
4446181,19011309+3930132,0.877
4446215,19011664+3934549,1.433
4446405,19013780+3931538,1.450
4447974,19042774+3935531,1.231
4448004,19043155+3934144,0.929
4448636,19053720+3935214,1.195
4455406,19155202+3931440,2.209
4455528,19160051+3931251,0.913
4455785,19161976+3935170,1.884
4456739,19172708+3932421,1.315
4457395,19181631+3933038,1.137
4457761,19183959+3935086,1.539
4459025,19200298+3931222,1.417
4459359,19202419+3930533,1.199
4459408,19202694+3934242,1.236
4459786,19204925+3930395,1.688
4460015,19210378+3935345,0.929
4465224,19272792+3935184,0.912
4465237,19272885+3932227,1.210
4466582,19290068+3930252,1.077
4469602,19321449+3931177,1.683
4469886,19323232+3930040,1.780
4470280,19325679+3931207,1.495
4471217,19335683+3930273,1.112
4471811,19343323+3932164,1.521
4472729,19352773+3933093,1.072
4474383,19370790+3934123,1.937
4475934,19383947+3931439,1.549
4476422,19390766+3930360,2.151
4478281,19405283+3931532,1.437
4478615,19411061+3930534,1.054
4479314,19414841+3933201,2.090
4479889,19421875+3933056,1.636
4480358,19424053+3935234,1.008
4481621,19434205+3930530,1.230
4481622,19434208+3934059,1.472
4484996,19461859+3931558,2.220
4543229,19010350+3939104,1.053
4543371,19011769+3938293,2.286
4545474,19050807+3936007,1.603
4546625,19070489+3941133,1.113
4547204,19080325+3937576,1.455
4548530,19102268+3938590,0.819
4548564,19102651+3938261,1.006
4548615,19103139+3939298,1.015
4553631,19173156+3938251,1.462
4553643,19173237+3941053,1.220
4553892,19174913+3940269,1.274
4554044,19175892+3939179,1.492
4555456,19193181+3938028,0.915
4555699,19194567+3941305,0.957
4555734,19194816+3938506,1.064
4556646,19204638+3941203,1.271
4557817,19220588+3940299,2.161
4567326,19330942+3939239,1.347
4569298,19350998+3940566,1.420
4569691,19353226+3938122,1.294
4570120,19355625+3939394,2.193
4571324,19370908+3940447,1.450
4571448,19371675+3938504,1.174
4571650,19372938+3939261,1.500
4571962,19374872+3938481,1.540
4575396,19405985+3939150,0.888
4575420,19410084+3938023,1.463
4575645,19411276+3937217,1.497
4577048,19422273+3939054,1.327
4578246,19432405+3941091,2.087
4578488,19433628+3939040,0.986
4579125,19440607+3938139,1.024
4580159,19445284+3939408,1.342
4580189,19445427+3941586,1.587
4585508,19490856+3940517,1.473
4586817,19500939+3940149,1.286
4586875,19501206+3940293,1.061
4587050,19501975+3938489,1.248
4633907,18564805+3946115,1.095
4634108,18571089+3944193,1.141
4634310,18573123+3946293,1.405
4636731,19015849+3947218,1.150
4637793,19035057+3946161,1.227
4637939,19040518+3944258,1.188
4638317,19044459+3947192,1.083
4640537,19083362+3944043,1.249
4640930,19091350+3947572,1.394
4641439,19100479+3947424,0.887
4641634,19102230+3943330,1.136
4644573,19144511+3943382,0.895
4644949,19151456+3947520,1.085
4645455,19155240+3947492,1.461
4645474,19155363+3944549,1.118
4645513,19155613+3945174,1.860
4645692,19160916+3944448,1.297
4646012,19163133+3942485,1.514
4646245,19164960+3942200,1.525
4648485,19193317+3945381,1.067
4651366,19224588+3947416,2.988
4659706,19324055+3946338,1.811
4659821,19324955+3945234,2.230
4661299,19342234+3945139,0.822
4662188,19352086+3943328,1.234
4662555,19354249+3946497,1.475
4662939,19360356+3945297,2.473
4663185,19361905+3943467,1.949
4663478,19363769+3945006,2.032
4663623,19364769+3945288,1.842
4663975,19370927+3945490,0.948
4664515,19373957+3947585,0.926
4667909,19404755+3942100,1.169
4669118,19415342+3947296,1.152
4669400,19420788+3947570,1.065
4671329,19434517+3947188,1.655
4671738,19440767+3945102,2.196
4672904,19450279+3942250,1.100
4678118,19490499+3943012,1.023
4678610,19492914+3944053,1.341
4680570,19505767+3944561,1.788
4680912,19511288+3944114,1.245
4681628,19514917+3947303,1.069
4682420,19522249+3947374,1.514
4726049,18560850+3952312,1.285
4729586,19025839+3951559,1.256
4729920,19033348+3950010,0.953
4731118,19053815+3951472,0.965
4731138,19054040+3952348,1.062
4732137,19073198+3949000,1.226
4735859,19133796+3953167,1.260
4736611,19144383+3952544,1.581
4737942,19162872+3949410,1.016
4738255,19165175+3948177,0.961
4738539,19171521+3953162,1.236
4738610,19172040+3951296,1.216
4738764,19173331+3952433,1.255
4739728,19184566+3952060,1.478
4741931,19211459+3950251,1.388
4742356,19214405+3951375,1.927
4743924,19234592+3951573,2.262
4750456,19313737+3953227,1.029
4751876,19331229+3948183,1.161
4751953,19331733+3948194,0.785
4753224,19343668+3952044,1.081
4754348,19354364+3950102,1.147
4754881,19361681+3950446,2.160
4755372,19364553+3952157,1.236
4755467,19365174+3949545,1.348
4755560,19365831+3953181,1.179
4756219,19373722+3948079,1.072
4756445,19375183+3949461,2.942
4756746,19380984+3951285,1.474
4756934,19382190+3949499,0.950
4757071,19382994+3952015,1.733
4757638,19390084+3952072,1.115
4758222,19393602+3953104,1.242
4760954,19420590+3952599,1.561
4761037,19421008+3953561,2.181
4762423,19431667+3948192,1.235
4763296,19435769+3952399,2.020
4763631,19441352+3948273,1.208
4764420,19445163+3949238,1.392
4764422,19445172+3950528,0.992
4770149,19493316+3953131,1.116
4770846,19500458+3952215,1.766
4771707,19504511+3952165,1.031
4772647,19512980+3952284,1.345
4772722,19513410+3952162,1.331
4773539,19521590+3951127,1.425
4774298,19525060+3949149,0.970
4775208,19533115+3953171,1.520
4813971,18550752+3959290,1.327
4814198,18553094+3956215,1.900
4814689,18562051+3957532,1.166
4818312,19032074+3958448,1.133
4818420,19033150+3959383,1.017
4818830,19041252+3959394,1.391
4821839,19092124+3958014,1.627
4824985,19140950+3957246,0.951
4826087,19154014+3957514,1.601
4826423,19160604+3959368,1.243
4828553,19184001+3959220,1.111
4828670,19184742+3954579,1.707
4829511,19194635+3954127,0.999
4829682,19195736+3955170,1.320
4829985,19201819+3955367,1.211
4830268,19203712+3957177,1.164
4830883,19211631+3959082,1.071
4831169,19213770+3959209,0.928
4831888,19223179+3959084,1.100
4832196,19225712+3957485,1.229
4832376,19230989+3956157,1.934
4832708,19233348+3959319,0.916
4832773,19233811+3955530,1.765
4833377,19242285+3958258,1.393
4833670,19244544+3959308,2.223
4840514,19324687+3959166,1.858
4840774,19330472+3958297,1.054
4843143,19353778+3955326,1.163
4844527,19370398+3954132,0.952
4844589,19370785+3957433,0.889
4845694,19381638+3957310,1.300
4850315,19423341+3958080,2.276
4850790,19425827+3956354,1.014
4851519,19433610+3957257,1.244
4851832,19435129+3957072,1.046
4851948,19435731+3954053,1.372
4852302,19441616+3958011,0.869
4852480,19442443+3955461,1.432
4857279,19482137+3958003,0.978
4857853,19485458+3957415,1.048
4858299,19491619+3957059,0.910
4858315,19491686+3954461,1.472
4860292,19505401+3957165,2.440
4862353,19523982+3956061,2.227
4863282,19532481+3956001,1.019
4863289,19532519+3957532,1.320
4863352,19533093+3959151,1.453
4902641,18553229+4001284,2.343
4902701,18553834+4000576,0.998
4903283,18564853+4003261,1.282
4904166,18582764+4000404,1.094
4904671,18593111+4004053,1.886
4906950,19035235+4004005,1.377
4907665,19050709+4000366,1.432
4907832,19052543+4001237,1.262
4908025,19054455+4004016,1.152
4908318,19061728+4002351,1.151
4912124,19123570+4000396,1.127
4912702,19132639+4004394,2.896
4912918,19134676+4001306,1.106
4913049,19135948+4005110,1.005
4913771,19150789+4002054,1.251
4914234,19154465+4002397,1.754
4915387,19170895+4000345,1.079
4916620,19184028+4003085,1.013
4918371,19203334+4003556,1.226
4918748,19205892+4004498,1.333
4918925,19210953+4001203,0.906
4918972,19211267+4002573,1.159
4919239,19213034+4003582,1.519
4920044,19222881+4003483,1.065
4920600,19230954+4002509,1.095
4920997,19233926+4003386,3.063
4921047,19234236+4001089,1.121
4928515,19323319+4005177,1.766
4928958,19330287+4005282,1.064
4929697,19335141+4001200,1.011
4930018,19341062+4001292,2.470
4930269,19342668+4005376,2.034
4930464,19343935+4004385,1.336
4930617,19345069+4004116,1.817
4930906,19350916+4004489,1.145
4931389,19353795+4004428,1.236
4932311,19363337+4004420,1.205
4933594,19375399+4002098,1.107
4933782,19380610+4002151,2.355
4934147,19383019+4000369,1.118
4934550,19385253+4001041,1.412
4936335,19403569+4005038,0.798
4936438,19404262+4003043,1.493
4937011,19411367+4003382,0.643
4937056,19411631+4005508,1.785
4937204,19412463+4003196,1.197
4937257,19412730+4004548,1.159
4937576,19414427+4005527,1.613
4937770,19415437+4002097,1.555
4937784,19415538+4004348,1.170
4939895,19434151+4000565,1.341
4940439,19440805+4000315,2.906
4940536,19441352+4002287,1.413
4940916,19443270+4003587,2.176
4945337,19481305+4002492,1.426
4946220,19490696+4003054,1.151
4946445,19491973+4003555,1.422
4946632,19492890+4001442,1.203
4946997,19494978+4002367,1.296
4948344,19505857+4000085,1.938
4948479,19510579+4004300,1.072
4949422,19515497+4001290,2.182
4949473,19515784+4004343,1.685
4950323,19523864+4000578,1.124
4951617,19534240+4004039,1.606
4952454,19542568+4002582,1.495
4952516,19542848+4001357,1.368
4952717,19543735+4000298,1.125
4953262,19550249+4003100,1.186
4990198,18555614+4009507,1.472
4991033,18573038+4011144,1.039
4991425,18581431+4011190,0.827
4991732,18584812+4011357,1.732
4995218,19052121+4006450,1.510
4995788,19061805+4008027,1.101
4995956,19063629+4009201,2.313
4996676,19075302+4010304,1.069
4997023,19083351+4011218,1.565
5000089,19131774+4007193,1.220
5000307,19133911+4011046,1.364
5001658,19153190+4006140,0.893
5002732,19165642+4008317,1.074
5002776,19165985+4009476,1.134
5003442,19175217+4008536,1.752
5003549,19180114+4007142,1.196
5003625,19180702+4010413,1.436
5004660,19192385+4006451,1.357
5005173,19195851+4006062,1.092
5005217,19200185+4006210,1.583
5005243,19200362+4011035,1.341
5005508,19202288+4009407,1.700
5006206,19210856+4011085,1.449
5006454,19212464+4010013,2.135
5006817,19214942+4008446,1.381
5007332,19223055+4006421,1.441
5008936,19243733+4009169,1.269
5008996,19244189+4007410,0.982
5009376,19251052+4006506,0.828
5009393,19251197+4007555,1.028
5016065,19330005+4010127,1.899
5016549,19333315+4010306,1.446
5017711,19344966+4010038,1.394
5017766,19345356+4009298,1.148
5018570,19354361+4006062,1.322
5018689,19355072+4007349,1.369
5021453,19383879+4006190,0.991
5022571,19394311+4011067,2.280
5022741,19395308+4009226,1.032
5023732,19404803+4008085,1.508
5023889,19405560+4006292,1.346
5023931,19405704+4010068,1.780
5023953,19405797+4008174,2.032
5024043,19410203+4006280,1.350
5024143,19410622+4010532,1.650
5024240,19410994+4009056,1.365
5024272,19411115+4011422,3.123
5024322,19411318+4006417,1.743
5024404,19411564+4010105,1.791
5024476,19411776+4009158,2.424
5024517,19411893+4011408,1.767
5024583,19412136+4011002,1.785
5024750,19412658+4011418,1.420
5024851,19413031+4009005,1.367
5025021,19413683+4009031,1.224
5025895,19421683+4008114,1.710
5026178,19423297+4010564,1.243
5026399,19424601+4008325,2.208
5031925,19472726+4011199,1.303
5032140,19473707+4008381,1.699
5032701,19480208+4009132,0.938
5033804,19490441+4011101,1.885
5034206,19492847+4011410,1.277
5034571,19495106+4010119,1.374
5035304,19503280+4010153,1.249
5038397,19525053+4010494,0.988
5039087,19532078+4006248,1.266
5039392,19533622+4010197,1.126
5040572,19543360+4010082,2.041
5040851,19544785+4010138,0.996
5041311,19551276+4009321,1.426
5042916,19562817+4010497,1.874
5078240,18551699+4016018,0.948
5080831,19002644+4014454,1.106
5083205,19050067+4015299,1.339
5083936,19062317+4016004,1.215
5084148,19064369+4017335,0.933
5084662,19074241+4017127,1.599
5084999,19081825+4015596,1.338
5087190,19115123+4013021,2.080
5087542,19122185+4016545,1.610
5088148,19131391+4012298,1.222
5088362,19133204+4015143,1.854
5089305,19145560+4017122,0.920
5091962,19182137+4016085,1.067
5092846,19192590+4015158,1.567
5094118,19205327+4014146,1.678
5094833,19214059+4013121,1.016
5095886,19230299+4015287,1.201
5095946,19230745+4017484,1.252
5096092,19231758+4014515,1.273
5097114,19243505+4016573,1.747
5097690,19251664+4013039,3.286
5097873,19253022+4013491,1.346
5098143,19255166+4014199,0.913
5098145,19255203+4014152,0.848
5104573,19331626+4015131,1.465
5104949,19334130+4016593,0.896
5105190,19335661+4016243,1.248
5105399,19340789+4012154,1.430
5106217,19350341+4015079,2.090
5107886,19364755+4016095,1.470
5107950,19365211+4012061,1.007
5108170,19370557+4015155,1.603
5109052,19375851+4014292,1.018
5110961,19395519+4012573,1.445
5111300,19401402+4016306,1.073
5111718,19403684+4015172,1.645
5111940,19404965+4014313,1.457
5111949,19405020+4013109,1.645
5112072,19405601+4013395,1.589
5112288,19410524+4014042,1.756
5112361,19410819+4015085,1.719
5112373,19410858+4013299,1.547
5112387,19410926+4014436,1.619
5112401,19410991+4015495,1.659
5112467,19411279+4012238,1.599
5112481,19411319+4014567,1.450
5112491,19411355+4012205,1.615
5112730,19412147+4013573,1.643
5112734,19412176+4012111,1.428
5112744,19412222+4016442,1.681
5112786,19412369+4012355,1.825
5112880,19412707+4012283,2.247
5112938,19412915+4013040,1.544
5112948,19412942+4014199,1.765
5112950,19412953+4012210,1.706
5112974,19413027+4015218,1.616
5113041,19413330+4012349,1.519
5113061,19413439+4017482,1.292
5113441,19415064+4016010,1.667
5113910,19421943+4016074,0.983
5119742,19471363+4014352,1.295
5121605,19490625+4012310,1.128
5123226,19503643+4017276,1.299
5124813,19515245+4015073,2.366
5126724,19534012+4012289,2.448
5127940,19543896+4014561,1.121
5128171,19545270+4015091,1.890
5128272,19545954+4016427,1.290
5129011,19553674+4016323,1.534
5129236,19554693+4015394,1.206
5129971,19562046+4017546,2.170
5130161,19562833+4014049,1.187
5165979,18560719+4022542,1.326
5166068,18561913+4018482,0.975
5167473,18591075+4023417,1.039
5167972,19000829+4020356,1.491
5168382,19005636+4021518,1.066
5168707,19012921+4022454,0.963
5168713,19013001+4018434,1.037
5171575,19064406+4021144,1.188
5172229,19075054+4018279,1.265
5174642,19114763+4019490,1.081
5175152,19123289+4019038,2.615
5175621,19131222+4019167,1.153
5175734,19132115+4020432,0.859
5176520,19142787+4022324,1.090
5176709,19144395+4019183,1.326
5179166,19175234+4021524,1.227
5180026,19185503+4020294,1.373
5181651,19204509+4023102,2.217
5181782,19205334+4020284,1.323
5181839,19205718+4018336,0.938
5183325,19223798+4018088,1.122
5183935,19232643+4019386,1.721
5184073,19233833+4018284,0.841
5184199,19234842+4020362,2.165
5184276,19235444+4021068,1.169
5192039,19330562+4018226,1.177
5193840,19350864+4018241,2.105
5193912,19351305+4020438,1.004
5196152,19372689+4021276,1.294
5196300,19373657+4023215,1.412
5198142,19392924+4019544,0.782
5199906,19411085+4023048,2.675
5200152,19412386+4021444,1.740
5201670,19424381+4021595,1.225
5202286,19431434+4021019,1.421
5206349,19463874+4023341,1.010
5207415,19473052+4023545,1.296
5208056,19480081+4018490,1.105
5208211,19480901+4020286,1.330
5210624,19500861+4020229,1.241
5211720,19510245+4018183,1.802
5211724,19510257+4018044,1.139
5211806,19510653+4018409,2.220
5213512,19523352+4019458,1.565
5214140,19530285+4019286,0.996
5215820,19541241+4023379,1.284
5216733,19545144+4018459,1.592
5218022,19555975+4020033,1.245
5218105,19560367+4019091,1.398
5218333,19561324+4019377,1.335
5218957,19564100+4020103,1.690
5219465,19570572+4019438,0.829
5219637,19571659+4020106,2.258
5219666,19571782+4022206,1.780
5219779,19572353+4022198,2.020
5220010,19573585+4020004,1.088
5253296,18542783+4025363,1.124
5253782,18551923+4025327,1.370
5254812,18571871+4026389,1.150
5255835,18592005+4026190,0.964
5256019,18594114+4025582,0.929
5257167,19014684+4025333,0.896
5262610,19111362+4025194,1.406
5262973,19114851+4027285,0.836
5263007,19115203+4024241,1.002
5264406,19135646+4026294,0.792
5264655,19141579+4025474,1.072
5265226,19150599+4029344,1.100
5265256,19150827+4029347,1.133
5265577,19153291+4029529,1.462
5266369,19163732+4024135,1.147
5266416,19164200+4026157,1.430
5267939,19183667+4029195,1.269
5269165,19200484+4028111,1.158
5270933,19220409+4025158,1.344
5271191,19222334+4028437,1.195
5271626,19225770+4026306,0.651
5272829,19243182+4024559,0.962
5272843,19243287+4026555,0.948
5282288,19353565+4025596,1.828
5282875,19361046+4026174,1.750
5283798,19370940+4025206,1.808
5283958,19372008+4029580,1.891
5284127,19373122+4027511,1.315
5284948,19382400+4026574,1.242
5285357,19385084+4029038,1.094
5285490,19385840+4029213,1.612
5287034,19403444+4025068,1.310
5287065,19403703+4024309,1.602
5287610,19410914+4029018,1.077
5287706,19411500+4025590,2.586
5288607,19420206+4027597,1.825
5288716,19420775+4029016,1.300
5289571,19425382+4025243,1.253
5290071,19431995+4025391,1.454
5295280,19474602+4026228,1.366
5295898,19481571+4028595,1.449
5297605,19494257+4029429,2.146
5300269,19515332+4027103,2.538
5300767,19521467+4025587,1.329
5302674,19534216+4024011,1.261
5303930,19543447+4026463,0.922
5304355,19545375+4025221,1.760
5304515,19550105+4027357,1.498
5304582,19550411+4025062,1.718
5305259,19553610+4026057,1.589
5306095,19561641+4028346,0.835
5306751,19564547+4024350,0.986
5307203,19570675+4028151,1.046
5307348,19571477+4024579,2.025
5307930,19574235+4024376,3.255
5308081,19574860+4028346,1.957
5308777,19581855+4029546,1.353
5339687,18521412+4034218,1.029
5339823,18522869+4033219,1.742
5340189,18531202+4030087,1.179
